id,outcome,freshman,age,female,white,intl,married,hsgpa,hsrankpercent,SAT_Comb,a_rank,p_rank,interview,coaaid
216275,0,1,18,1,1,0,1,,0.915194346,1950,2,3,1,5000
216302,1,1,27,0,1,0,0,,,,4,4,1,23000
216305,0,0,20,1,1,0,0,,,,3,2,1,0
216308,0,1,19,1,1,0,0,3.89,0.928278689,1580,3,2,0,0
216309,0,1,18,1,1,0,0,3.8,0.956521739,2030,2,3,0,10000
216409,1,1,19,1,0,0,0,,,1950,5,3,0,26000
216411,0,1,18,1,,0,1,3.4,,1770,4,4,0,0
216414,0,1,19,1,0,0,0,3.4,,,3,4,0,15000
216419,0,1,19,0,1,0,1,,,1640,3,3,0,3000
216426,0,0,19,1,1,0,1,,,,2,2,0,10000
216456,0,1,18,1,,0,1,3.5,,,2,1,0,33000
216458,1,0,21,1,1,0,1,3.69,,,2,2,0,10000
216517,0,1,18,0,1,0,1,,,,2,2,1,10000
216536,0,1,18,0,1,0,1,3.56,,1630,4,3,1,0
216546,1,0,21,1,0,0,0,4,,,3,3,0,26000
216549,0,1,20,0,0,0,1,,,,4,4,0,0
216588,0,0,25,0,1,0,0,,,,4,3,0,23000
216589,1,0,22,0,1,0,1,,,2020,3,2,0,30000
216609,0,0,19,1,1,0,0,,,,3,3,0,26000
216627,0,1,18,1,1,0,1,3.93,,1830,2,1,0,10000
216666,0,1,18,1,1,0,1,3.97,0.99015748,2360,1,2,0,27100
216672,0,1,18,1,1,0,1,,,,3,3,0,26000
216674,1,0,20,1,1,0,0,3.9,,1680,3,3,0,26721
216680,0,1,19,0,1,0,1,3.89,,,3,2,0,30000
216703,0,1,19,1,,0,1,3.37,,1770,3,2,0,24675
216759,0,1,18,1,1,0,1,3.71,0.698630137,,3,3,0,3000
216764,0,0,20,1,,0,1,,,1960,2,2,1,15000
216765,1,1,18,1,1,0,1,3.77,,,2,2,0,33000
216787,0,1,20,0,,0,1,,,1840,3,3,0,3000
216791,0,1,18,0,1,0,0,3.6,,1690,3,3,0,3000
216793,0,1,18,1,0,0,0,3.62,,,4,3,0,23000
216795,0,1,19,1,1,0,1,3.25,,1600,4,3,0,0
216798,0,1,18,0,,0,0,3.36,0.727272727,2210,3,4,0,11550
216799,0,1,18,1,0,0,1,3.46,,1940,2,3,0,30000
216805,1,1,19,1,1,0,0,3.93,0.907284768,1800,2,3,0,29445
216806,0,1,19,1,1,0,0,3.9,,1720,2,2,0,0
216812,0,0,21,1,1,0,1,,,,2,3,0,5000
216814,1,1,19,1,1,0,1,3.51,,,3,2,0,15000
216815,1,0,21,1,,0,1,3.92,,2100,3,3,0,0
216823,0,1,19,1,,0,1,3.5,,,3,2,0,5000
216832,1,1,19,0,1,0,1,3.55,0.641025641,1760,3,2,0,35225
216955,0,1,19,1,1,0,1,,,2160,2,2,0,10000
216982,1,0,21,0,1,0,1,,,,3,2,1,30000
216994,0,1,19,1,1,0,0,3.74,,,4,3,0,23000
217002,0,0,20,1,1,0,0,,,,2,3,0,8450
217006,1,0,20,1,1,0,0,3.84,,,2,2,1,31945
217032,1,0,20,0,1,0,0,,,,3,3,0,20475
217041,1,0,20,1,1,0,0,,,,2,2,1,28500
217092,1,1,20,0,1,0,0,,,,4,2,1,27900
217093,0,0,21,1,1,0,1,3.87,0.947761194,2010,2,2,0,33000
217132,0,1,18,1,1,0,1,3.06,,,3,3,1,7500
217155,0,1,19,1,1,0,1,3.9,,,2,2,1,10000
217164,0,1,19,1,0,0,0,3.67,,1920,2,2,1,34000
217171,1,1,19,1,1,0,1,3.7,0.87032419,1820,2,2,1,35200
217175,1,0,21,1,,0,0,,,,3,3,1,0
217201,0,1,19,0,1,0,1,3.93,0.8,1780,2,2,1,35350
217923,1,1,19,1,1,0,1,3.7,,1820,3,3,0,32349
218149,0,1,19,1,1,0,1,,,2010,2,2,0,24925
218676,1,1,20,0,1,0,0,,,,3,2,1,26147
218695,0,0,20,1,1,0,1,,,,2,4,0,13875
218760,0,0,20,1,1,0,0,,0.799382716,1840,2,3,0,5000
218796,0,1,18,1,1,0,1,,,,4,3,0,33900
218806,0,1,18,1,1,0,1,3.92,,2020,3,3,1,7500
218807,1,1,19,1,,0,0,3.67,0.8625,,3,3,1,34200
218810,1,0,22,0,1,0,1,,,1740,3,3,0,26000
218819,1,1,18,1,1,0,1,3.56,,1670,3,3,1,3000
218845,0,0,20,1,1,0,1,,,1680,3,3,0,26000
218851,0,1,19,1,1,0,1,3.32,,,4,2,0,28450
218871,1,1,19,1,1,0,1,3.15,0.765625,1930,3,3,1,22950
218883,0,1,19,1,1,0,0,4.85,0.995215311,2340,1,2,1,36500
218886,1,1,19,0,1,0,0,3.01,,,3,2,0,10000
218889,1,0,23,0,1,0,1,,,1810,3,4,1,0
218962,0,1,19,1,1,0,1,3.27,,,3,3,1,7500
218963,1,1,19,1,1,0,1,2.73,,,4,2,0,7500
219925,0,1,19,0,1,0,1,,0.823643411,2010,2,3,0,11500
222490,0,1,18,1,1,0,0,,,2020,3,3,0,0
227568,1,1,19,0,1,0,1,4,0.867579909,1810,2,3,1,35500
228064,1,0,19,0,1,0,1,3.39,,1780,3,2,0,19382
228077,0,0,20,0,,0,1,3.49,,1770,3,3,0,0
229009,0,1,19,1,,0,1,3.74,0.794520548,,3,2,0,34450
229078,0,1,19,1,,0,1,,,1970,2,2,0,12500
229957,0,1,18,1,1,0,1,3.36,0.8125,1900,3,2,0,22825
230502,1,1,18,0,,0,0,3.74,0.847222222,,2,2,1,33325
231895,1,1,19,1,1,0,1,3.6,,,3,2,0,14920
233374,0,1,18,0,,0,0,3.98,,1960,2,2,0,10000
234864,0,1,19,1,1,0,1,4,0.981481481,2200,2,2,0,34600
235332,1,1,19,1,1,0,1,,,1940,2,2,1,35200
235381,0,1,19,0,,0,1,3.5,0.677966102,1520,4,3,0,0
235392,0,1,18,0,,0,1,3.48,,,3,2,0,20000
235403,0,1,19,0,1,0,0,3.41,,,3,3,1,10000
235404,0,1,19,0,1,0,1,3.6,0.779661017,1700,3,3,1,37125
235433,1,1,19,1,1,0,1,3.8,0.684210526,,3,2,1,21200
235440,1,1,18,1,1,0,1,3.7,,,3,3,1,35100
235471,1,0,26,0,1,0,1,,,,4,2,1,7500
235478,1,1,19,1,0,0,1,3.73,0.79245283,1430,3,3,1,27600
235514,1,0,19,1,1,0,1,3.3,0.74829932,,3,3,1,0
235518,0,1,19,1,1,0,0,3.75,0.703389831,2140,2,2,0,0
235531,1,0,23,1,1,0,1,,,,3,2,1,0
235535,0,1,19,1,1,0,1,,,2080,2,2,1,34825
235543,0,1,18,1,1,0,0,,,,3,2,1,34750
235549,0,0,24,1,,0,,,,,2,2,0,0
235559,0,1,19,1,1,0,1,3.9,0.946745562,1700,2,2,1,32000
235560,0,1,19,1,1,0,0,3.5,0.588516746,,3,2,0,0
235561,0,1,20,1,0,0,1,,,,1,1,1,25125
235565,1,1,19,1,1,0,1,3.34,0.839366516,1990,3,2,1,29650
235577,0,1,18,1,1,0,1,3.8,0.928057554,1810,3,3,1,34500
235578,0,1,19,1,1,0,1,,,,2,3,1,10000
235581,0,1,19,1,1,0,1,3.89,,1980,2,3,0,35650
235583,0,1,19,1,1,0,1,3.33,,1930,2,2,1,10000
235611,1,1,20,1,1,0,1,,,,2,2,1,34450
235612,0,1,19,1,1,0,0,,,2100,2,3,0,0
236095,0,1,19,1,1,0,1,3.35,0.880090498,1940,2,3,0,34525
237263,0,1,19,1,1,0,1,3.68,0.825396825,2170,3,2,0,35875
237782,0,1,19,0,1,0,0,,,,2,2,0,35350
240720,0,1,18,1,1,0,1,3.46,,,3,3,0,7500
242214,1,1,19,1,1,0,1,4,,,2,2,0,34300
242861,0,1,19,1,1,0,1,,,1630,3,3,0,34275
243253,0,1,18,1,1,0,0,4.28,,2290,2,2,0,10000
245821,1,1,18,0,1,0,0,3.39,,1830,3,3,1,29500
246710,0,1,18,0,1,0,1,4.15,0.963210702,1900,2,2,1,23350
248857,0,1,19,1,,0,1,3.82,,,3,2,1,22300
248925,1,1,19,1,1,0,0,3.6,0.823529412,1780,3,3,0,31550
248962,1,1,18,0,0,0,0,3.81,0.836477987,,2,3,0,31825
249540,0,1,19,0,1,0,1,,,,4,3,1,30175
249656,1,1,19,1,1,0,1,3.87,0.942857143,1960,2,3,0,35650
251136,1,1,19,1,1,0,1,3.5,,1940,2,2,1,33025
252862,0,1,19,1,1,0,0,,,1690,3,3,0,0
253482,0,1,19,1,1,0,1,4.4,0.914383562,2180,1,1,0,36200
253532,0,1,18,0,1,0,1,2.78,,1700,3,2,1,10000
253653,1,1,19,0,1,0,1,,,,3,2,0,33050
254133,0,1,18,0,1,0,0,3.97,0.598885794,2050,3,4,1,0
255509,0,1,19,1,1,0,1,3.08,,1870,3,3,0,26400
256445,0,1,18,1,1,0,1,,,1050,3,3,0,0
257403,0,1,19,1,1,0,0,4.7,0.99591002,2250,1,3,0,34300
257665,0,1,18,1,1,0,1,3.83,,2030,2,3,0,34300
258327,0,1,19,1,1,0,1,3.84,,,2,2,0,24475
258622,0,1,19,1,0,0,0,3.7,0.696551724,1630,3,3,0,9600
258952,0,1,18,1,1,0,1,,,,3,3,0,7500
259218,0,1,19,1,0,0,1,,,,3,2,0,10000
259789,0,1,18,0,,0,0,3.88,,1770,3,3,0,7500
259958,1,1,19,0,1,0,1,3.88,,2040,2,2,0,35650
261413,0,1,19,1,1,0,1,,0.996598639,1980,1,2,0,27700
261414,1,0,26,1,1,0,0,,,,4,3,0,0
261421,0,1,19,1,1,0,1,3.88,,1730,3,3,0,0
261441,0,1,18,1,1,0,0,4.5,,1800,3,2,1,10000
261442,0,1,18,1,1,0,1,3.6,,,2,2,1,21200
261998,1,0,20,1,1,0,1,,,,3,2,0,27000
262030,0,1,18,1,1,0,1,,,,2,2,1,33875
262070,0,1,20,1,,0,0,3.79,0.902777778,1760,2,2,0,0
262073,1,1,19,1,1,0,0,3.9,0.893175074,,2,2,0,28450
262123,0,1,20,1,0,0,1,,0.825,,2,3,0,22900
262124,1,0,19,1,1,0,1,3.91,,1860,2,2,1,10000
262128,0,1,18,1,1,0,1,3.43,0.654761905,1540,4,3,0,34350
262184,0,0,20,1,1,0,0,,,,4,3,0,0
262191,0,1,19,1,1,0,0,3.59,,1690,3,2,1,10450
262200,1,1,19,1,1,0,1,3.67,0.821428571,1790,3,3,1,32250
262252,0,1,19,1,,0,0,,,1980,2,1,1,10000
262255,1,0,19,1,1,0,1,3.8,,,2,2,0,0
262261,0,1,17,1,,0,0,3.63,,1900,3,2,1,20500
262263,0,1,19,1,1,0,0,3.15,,1830,3,2,1,10000
262281,0,1,18,1,,0,1,,,,3,3,0,7500
262297,0,1,18,1,1,0,1,3.86,,2140,2,3,1,31370
262308,0,1,19,1,1,0,0,3.07,0.88772846,1960,3,2,0,10000
262309,0,1,18,0,1,0,1,3.74,,2250,2,2,1,18775
262311,1,0,24,1,1,0,1,,,2050,2,2,1,31800
262313,0,1,20,0,0,0,1,,,,2,3,0,0
262315,0,1,19,1,1,0,0,3.53,0.605055292,,4,2,0,0
262338,1,0,21,1,0,0,0,,0.566473988,,4,3,1,0
262339,1,0,29,0,1,0,0,,,,3,2,1,0
262340,0,1,19,0,1,0,0,3.28,,,2,3,0,10000
262354,1,1,18,1,0,0,1,3.6,0.89,,4,3,0,18000
262366,1,1,19,1,1,0,1,3.22,0.659459459,,4,3,0,31050
262367,0,1,19,0,1,0,0,3.24,,1860,2,3,0,34400
262379,0,1,19,0,1,0,1,,,,2,1,1,31150
262380,1,1,18,1,1,0,0,3.8,,1880,2,2,1,16170
262400,0,0,22,1,,0,1,,,,2,2,0,10000
262402,0,1,19,1,1,0,1,,0.987179487,1980,2,2,0,23425
262405,1,1,19,1,1,0,1,3.92,0.862129145,1750,3,2,1,0
262417,1,0,21,1,1,0,1,,,,3,3,0,34449
262428,1,1,19,1,1,0,0,3.64,,,3,2,0,32125
262429,0,1,19,1,1,0,1,3.99,0.953271028,,2,3,0,25150
262435,0,1,18,1,1,0,0,,0.878612717,1860,3,3,0,0
262443,0,1,19,0,1,0,0,3.39,,,4,3,0,0
262451,0,1,20,1,0,0,1,3.9,,,3,3,0,34425
262455,0,1,19,1,1,0,1,4.7,0.983516484,2070,2,2,0,22450
262459,0,1,18,1,1,0,0,3.46,0.709401709,,3,3,0,0
262462,0,1,18,1,1,0,1,2.76,,1790,4,3,0,31650
262483,0,1,18,0,1,0,0,4.23,0.915789474,1740,2,2,0,29350
262484,0,1,18,0,1,0,1,,,2130,1,2,1,19735
262490,0,1,18,1,1,0,1,3.5,0.747368421,,3,3,0,34500
262492,0,1,18,1,1,0,1,3.73,0.785714286,,3,2,1,17350
262493,0,1,19,1,1,0,1,3.56,,,3,2,1,10000
262495,0,1,18,1,1,0,1,2.5,,2060,4,2,0,7500
262498,1,1,19,0,1,0,0,3.72,0.850746269,2050,2,2,0,35500
262526,0,1,19,1,1,0,1,3.62,,,2,2,0,10000
262535,1,1,19,1,1,0,1,3.7,0.97826087,1800,2,2,0,35500
262549,0,0,20,0,1,0,0,3.26,,,3,3,0,0
262553,0,1,19,1,1,0,1,,,,3,2,0,0
262556,0,1,19,0,0,0,0,,,,4,3,0,0
262569,0,1,19,1,1,0,0,,,,4,3,0,0
262595,0,1,19,1,1,0,1,3.99,0.955497382,2090,2,2,0,27700
262600,0,1,19,1,,0,1,2.95,,1630,4,2,0,10000
262605,0,1,21,1,0,0,1,3.27,0.37254902,,3,2,0,10000
262606,0,1,18,0,1,0,1,3.5,0.88,,3,3,0,0
262608,1,1,18,1,1,0,0,2.48,0.313953488,,4,3,0,35025
262610,0,1,18,0,1,0,1,3.6,,1900,3,3,0,7500
262614,0,1,19,1,1,0,0,3.85,,,2,2,0,0
262616,0,1,19,0,1,0,1,3.89,,1810,2,2,0,16825
266140,0,1,18,0,1,0,1,3.42,0.550239234,1840,3,3,0,7500
266144,0,1,19,1,1,0,1,3.58,,,4,3,0,35100
266169,1,1,17,1,1,0,1,4,0.75,2030,2,3,0,35500
266188,0,1,19,1,1,0,1,3.84,,,2,2,1,12835
266189,0,1,19,0,1,0,1,3.69,,,3,3,0,7500
266197,1,1,19,1,1,0,0,3.4,0.660714286,,4,3,1,34350
266203,0,1,18,1,1,0,0,3.26,0.50955414,,4,3,0,0
266204,0,1,19,1,,0,1,3.32,0.56928839,1690,4,3,0,24150
266217,1,1,18,1,0,0,1,3.6,,1520,3,3,0,34425
266220,0,1,18,0,,0,1,,,1830,2,3,0,34450
266233,0,1,19,1,,0,1,4.38,0.992982456,2270,1,2,0,17250
266235,1,0,20,1,,0,1,3.87,,,2,2,0,0
266236,1,0,21,0,1,0,1,3.43,,,4,2,1,0
266237,0,1,19,0,1,0,1,,,,3,3,0,0
266251,0,1,18,1,1,0,1,3.8,,,2,2,1,17200
266298,0,1,20,0,0,0,0,2.9,,,4,3,1,7500
266306,0,1,19,0,1,0,1,4,,2280,1,1,0,12500
266307,0,1,19,0,1,0,1,2.49,,,4,3,1,18000
266321,1,1,18,0,1,0,1,3.81,,,2,2,0,6500
266322,0,1,19,0,1,0,0,3.94,,1980,2,2,0,0
266327,0,0,19,1,1,0,1,,,2150,2,2,0,19150
266338,1,1,18,0,1,0,1,3.57,,1870,3,3,0,34500
266403,0,1,18,1,1,0,1,3.68,0.685185185,1740,3,3,0,35475
266425,1,0,21,1,,0,1,,,,3,3,1,0
266432,0,1,19,1,1,0,1,,,1720,3,3,0,9975
266439,0,1,22,0,,0,0,3.27,,2160,2,3,0,10000
266443,0,1,18,1,0,0,0,,,2130,2,2,0,10000
266453,1,1,19,1,1,0,0,3.8,0.886363636,1630,2,2,0,34700
266489,0,1,18,0,1,0,0,4,0.978142077,2280,2,2,0,35425
266495,1,1,19,1,1,0,0,3.6,,1740,3,4,0,34650
266505,0,1,19,1,1,0,1,3.84,0.963709677,2040,2,3,0,34525
266512,0,1,19,1,,0,1,3.9,0.987654321,,3,2,0,10000
266548,1,1,19,1,0,0,1,2.88,0.64057971,1860,3,3,1,26700
266692,0,1,18,1,,0,0,3.6,0.775423729,1770,3,2,0,34450
266702,0,1,18,1,1,0,1,3.85,,,3,3,0,34150
266703,0,1,19,0,0,0,0,,,,3,2,0,10000
266706,1,0,24,1,1,0,1,,,1960,3,4,0,0
266707,1,1,18,1,1,0,1,3.6,0.661764706,,4,3,0,33750
266709,0,1,19,0,,0,1,2.66,,2190,4,3,0,10000
266712,0,1,19,1,1,0,1,,,,3,3,0,13650
266715,0,1,19,1,1,0,1,3.9,,2040,2,2,0,35425
266718,0,1,18,1,1,0,1,,,1560,4,2,0,7500
266720,0,1,19,1,0,0,0,3.56,0.831578947,,3,3,0,0
266726,0,1,20,0,,0,1,4,,2010,2,2,0,16283
266727,0,0,20,1,1,0,1,,,,3,3,1,0
266734,0,1,19,1,1,0,1,3.2,0.595317726,,4,2,1,21900
266745,1,1,19,0,1,0,1,,,2050,1,2,0,33325
266747,1,0,21,1,1,0,1,,,1780,3,3,1,32700
266749,0,1,19,1,1,0,0,3.46,,,4,3,0,0
266750,0,1,18,1,,0,1,4.09,0.856573705,2130,2,2,0,27475
266752,0,1,19,1,1,0,0,3.8,0.75,,3,2,0,0
266754,1,1,19,1,1,0,1,3.45,0.610738255,,4,3,0,35100
266757,0,1,19,1,1,0,1,,,,3,2,0,35350
266794,1,1,19,0,1,0,1,3.78,,,2,2,0,30000
266858,0,1,18,1,,0,1,3.9,0.888059701,1690,3,3,0,35475
266893,0,1,19,1,0,0,1,3.87,0.830860534,1780,2,2,0,10000
266895,0,1,19,1,1,0,1,3.89,0.958139535,2020,2,2,0,10000
266899,0,0,22,0,1,0,0,3.89,,1940,2,2,0,0
266902,0,1,19,1,1,0,0,,,,4,2,0,0
266904,0,1,19,1,0,0,0,3.73,0.71875,1650,4,3,0,0
266910,0,1,18,0,1,0,1,4,,,1,2,0,35800
266914,0,1,19,1,1,0,1,4,0.956521739,,2,2,0,35425
266917,1,0,21,0,1,0,1,,,1990,3,3,0,22725
266918,0,1,18,0,1,0,1,3.4,0.869565217,1940,2,3,0,15700
266920,0,0,20,1,,0,0,4,,2020,2,3,0,10000
266932,0,1,19,1,1,0,0,3.99,0.985507246,,2,1,0,10000
266934,0,1,19,1,1,0,1,,0.985714286,2040,1,2,0,10000
266937,0,1,19,0,1,0,1,4,0.985611511,2370,1,3,0,10000
266977,0,0,19,1,1,0,0,,,,3,4,0,0
266978,0,1,18,1,1,0,1,,,2030,3,3,0,10000
267006,0,1,20,0,1,0,1,,0.980568012,1880,2,2,1,16274
267051,1,0,19,1,1,0,0,3.91,0.951612903,1770,3,3,0,33750
267053,0,1,19,1,1,0,1,,,2070,2,1,0,10000
267092,0,1,18,1,1,0,0,3.9,,2060,3,3,0,0
267137,1,0,21,1,1,0,1,,,2080,2,2,1,12500
267138,0,1,25,0,0,0,,,,,2,2,0,35200
267144,0,1,19,0,,0,0,3.37,,,3,3,0,0
267181,0,1,18,1,1,0,1,,,1830,2,3,0,10000
267186,0,1,18,0,1,0,1,3.67,0.891509434,1710,3,2,0,10000
267198,0,1,18,1,1,0,1,3.01,0.522727273,,4,2,0,0
267199,0,1,19,1,1,0,1,3.91,,2110,2,2,0,10000
267220,1,0,20,1,1,0,1,,,,2,2,0,35350
267293,1,1,19,1,1,0,1,3.89,0.929824561,2000,2,3,0,34000
267296,0,1,19,1,1,0,1,3.29,0.535971223,,4,3,0,5000
267327,0,1,19,1,0,0,0,4,0.838509317,1480,3,3,0,0
267346,0,1,19,1,1,0,1,3.88,0.815939279,1760,3,4,0,0
267349,1,1,19,0,0,0,0,3.22,,,3,1,0,22075
267355,0,1,19,0,0,0,0,,0.910344828,1740,2,4,0,34500
267356,0,0,20,0,1,0,1,3.78,0.846820809,,3,3,0,7500
267361,0,0,22,1,1,0,0,,,,2,3,0,10000
267367,0,1,19,1,1,0,1,3.86,,,3,3,0,17350
267381,1,1,18,0,1,0,1,3.4,0.623287671,,4,2,1,34050
267394,0,1,19,1,0,0,1,94.92,0.936026936,,2,2,0,35425
267399,1,1,19,1,1,0,0,3.45,,1790,3,3,0,29550
267401,0,0,21,0,1,0,1,2.7,,,4,3,0,15000
267402,0,1,19,0,0,0,1,,,,5,2,0,7500
267445,1,1,18,0,1,0,0,2.81,0.483870968,1750,4,3,0,30750
267446,0,1,19,1,0,0,0,4,0.976,,2,2,0,35500
267447,0,1,19,0,0,0,0,3.9,0.836569579,,2,3,0,0
267456,0,1,18,0,1,0,0,3.4,0.694736842,2130,4,3,0,0
267461,0,1,20,1,1,0,0,2.7,0.616104869,2090,4,3,0,0
267463,0,1,18,0,,0,1,3.4,,1910,3,4,0,0
267464,0,1,19,0,1,0,1,3.41,,1720,3,3,0,25275
267473,0,1,18,1,1,0,0,3.51,,,3,3,0,35400
267476,0,1,19,1,1,0,1,,,1610,2,3,0,29050
267533,1,0,29,0,0,0,0,,,,3,3,1,35350
267537,0,1,18,1,1,0,1,,,1860,4,3,0,0
267547,0,1,18,1,0,0,1,3.97,0.75,,4,2,0,35250
267553,0,1,19,1,0,0,0,3.63,0.894545455,1500,3,3,0,0
267564,0,1,19,1,1,0,1,3.85,0.891774892,,2,4,0,33300
267582,0,1,19,0,1,0,1,3.68,,2140,2,2,0,35050
268308,0,1,19,1,1,0,0,3.5,,,2,2,0,0
268331,0,1,19,0,1,0,1,,,,3,3,1,7500
268381,0,1,18,1,1,0,1,,,,3,3,0,17025
268418,0,1,19,0,1,0,0,2.6,,1980,4,3,1,0
268419,0,1,18,1,1,0,1,3.46,,1600,3,3,0,30525
268423,1,1,26,0,0,0,0,3.17,,,3,2,0,34225
268424,1,1,18,1,0,0,0,3.56,0.858208955,,4,3,0,30449
268474,0,1,17,1,0,0,0,,,,1,1,0,35375
268480,1,0,33,0,1,0,0,,,,3,3,1,33900
268579,0,0,22,1,,0,1,,,2070,2,2,0,22450
268637,1,0,22,1,1,0,0,,,,3,2,0,31600
268703,0,1,21,0,1,0,1,,,1790,3,2,0,34750
268712,0,0,22,1,1,0,0,,,1690,3,3,0,26500
268713,0,0,19,0,1,0,1,3.36,,,3,2,0,35425
268730,1,0,21,0,1,0,1,3.7,0.968,1930,3,2,1,35650
268733,1,0,21,1,1,0,1,,,,2,2,0,22300
268770,0,0,20,0,0,0,0,3.9,0.958405546,2000,2,2,0,34000
268864,1,1,20,0,1,0,1,,,,2,2,1,34325
268894,0,0,21,1,,0,,,,1980,2,2,0,0
268993,1,0,21,1,1,0,0,3.79,,1970,2,2,1,12500
301649,1,0,19,1,1,0,1,,,1890,3,2,1,7500
311056,1,1,19,1,0,0,1,,,,3,3,1,7500
5794,1,0,26,1,,0,1,,,,3,2,1,0
6173,1,1,25,0,,0,1,,,,5,3,0,0
6258,1,0,49,1,1,0,,,,,4,3,0,23334
6360,1,1,24,1,0,0,1,3.06,0.260869565,,2,2,0,26250
6629,1,1,24,1,1,0,1,,,,3,2,0,18334
7082,1,0,25,0,,0,1,,,,3,3,1,0
7239,1,0,23,1,1,0,0,3.34,,1980,3,2,1,0
7459,0,0,22,0,,0,1,3.74,0.801909308,,2,2,0,16400
60209,0,1,19,1,,0,1,2.58,,1430,4,3,0,10000
80921,1,0,22,1,1,0,1,,,,3,2,1,22263
81782,1,0,21,1,1,0,1,,,,2,3,1,5000
84408,0,1,18,1,,0,1,3.61,,,2,2,1,28800
85349,0,0,20,1,,0,1,,,1830,3,3,1,15450
87097,1,1,18,1,1,0,0,3.85,0.640926641,,4,2,1,24450
92387,0,0,21,0,1,0,1,,,1940,3,3,0,3000
99178,1,1,18,1,1,0,0,3.56,0.599439776,,4,3,1,13200
103292,1,1,18,1,1,0,0,3.76,0.86746988,1820,3,3,0,24334
105067,0,1,18,0,1,0,0,3.31,,2210,3,2,0,5000
105102,1,0,20,1,1,0,0,,,,2,2,1,23200
113569,1,1,19,1,1,0,1,3.75,0.889434889,,3,3,0,24100
113610,1,1,18,1,1,0,1,3.85,0.911764706,2070,2,3,1,30000
113639,1,0,21,1,1,0,1,3.5,0.753424658,1900,2,3,0,0
116751,1,1,19,1,1,0,1,,0.93902439,,3,2,1,5000
117408,1,0,20,1,1,0,0,,,,3,3,0,26334
117410,1,1,19,0,1,0,0,3.71,0.90625,1950,2,2,0,22008
117940,0,1,18,1,1,0,0,3.14,0.24127907,1580,4,3,0,0
120879,0,0,21,0,0,0,1,,,1830,3,4,0,0
121529,0,1,19,1,1,0,0,4,0.981132075,1840,2,3,0,28325
122102,1,1,19,0,1,0,1,,,1920,3,4,1,14250
122482,1,1,20,1,,0,1,3.77,0.421383648,,3,2,0,0
122548,1,1,20,1,,0,0,3.63,0.730769231,,3,2,1,0
122566,1,1,19,1,1,0,1,3.25,0.75170068,,3,3,0,24000
122587,1,0,19,1,1,0,0,3.68,,,3,1,0,25050
122588,1,0,21,0,,0,1,,,,4,3,0,0
122727,1,1,18,1,1,0,0,3.67,0.813186813,,3,3,1,21133
124461,0,1,19,1,1,0,1,3.8,0.888198758,1820,2,3,0,5000
124489,0,1,18,1,,0,0,3.2,,,4,3,0,12300
124636,0,1,18,0,,0,1,,,1670,3,3,0,20950
124644,0,1,18,1,1,0,0,,,2030,2,3,0,30000
124697,0,1,20,0,0,0,0,,,,4,3,1,0
127042,1,0,21,1,1,0,0,3.5,,1910,4,2,1,5000
127045,1,0,24,1,,0,1,,,2150,4,3,0,20465
128091,1,0,19,0,1,0,1,3.65,0.941767068,,3,2,0,30933
128111,0,1,19,0,1,0,1,3.9,,1830,2,2,0,8000
129584,0,0,22,1,,0,1,,,2120,2,2,1,13550
130177,1,0,23,1,1,0,1,,,,3,3,1,24334
130585,1,0,22,1,,0,1,,,2210,1,2,0,0
130606,0,1,19,0,,0,1,3.77,0.929133858,1840,2,1,1,0
130660,1,1,21,0,0,0,1,,,,4,3,1,22079
130662,1,0,22,1,1,0,,,,2060,2,2,1,17075
131831,1,1,20,1,1,0,0,3.59,,1790,4,3,0,20300
131941,0,1,19,1,1,0,1,,,,3,2,0,12050
132043,1,1,19,1,1,0,0,3.75,0.816326531,,4,3,0,21000
135540,0,1,19,0,1,0,1,3.8,,1950,3,3,0,21000
135780,0,1,18,0,1,0,1,3.58,,1820,3,3,0,3000
136629,0,1,19,1,1,0,1,3.88,,2180,2,2,1,8000
136817,0,1,19,1,1,0,1,3.43,,,3,2,1,30000
138444,1,0,22,0,0,0,0,3.56,0.662921348,,2,2,0,21000
138447,1,1,20,1,0,0,,,,2030,3,3,0,26000
138535,0,1,18,0,1,0,0,3.25,,,4,3,1,0
140462,0,1,18,1,1,0,1,4.01,0.602409639,1740,3,3,1,24000
140483,0,1,19,1,1,0,1,2.78,0.523148148,,4,2,0,21300
140508,0,1,19,1,1,0,1,3.74,,2230,1,2,0,30475
140524,0,1,18,1,,0,0,3.59,,,2,3,1,0
142406,0,0,21,0,,0,1,3.96,,,2,3,1,5000
142426,0,1,19,1,1,0,0,4,0.997260274,,1,2,0,21625
142443,1,0,23,0,1,0,0,,,1940,3,2,0,22400
142926,0,1,28,1,1,0,1,4.63,,1810,2,3,1,5000
142936,1,0,20,1,1,0,1,3.9,,2280,2,1,1,8000
143129,0,1,19,0,1,0,0,4.33,0.996632997,,2,1,1,30000
143304,0,1,18,0,1,0,0,3.65,0.285714286,,3,3,1,0
143305,0,1,18,0,1,0,0,3.69,0.571428571,1700,3,3,0,0
144081,0,1,19,1,,0,1,3.08,,1600,3,4,0,10000
144082,0,1,18,0,1,0,1,4.1,0.965517241,2260,1,2,0,10000
144085,1,1,19,1,1,0,1,3.42,,1900,3,3,0,3000
144088,1,1,19,1,1,0,1,3.95,0.996153846,,2,1,1,27925
144177,0,1,18,1,1,0,1,,,,3,2,0,5750
144182,1,1,19,1,1,0,0,3.25,,1790,3,2,1,30000
